paper_id,paper,对象归属度,材料归属度,范畴自主度,解释目标归属度,体系映射度,五轴总分,强度,一致性,需复核,R2模式
395,JDFX2022004008_刘玉姿_2022_交大法学_从管制到征收 管制性征收的生成逻辑——基于美国法的考察.md,1,1,1,1,1,5,medium,medium,False,full
396,JDFX2022004009_李润生_2022_交大法学_论个人医疗信息的匿名化处理制度——兼评《个人信息保护法》相关条款.md,2,2,0,2,1,7,medium,medium,False,full
397,JDFX2022004010_何小勇_2022_交大法学_突发公共卫生事件伤亡人员的社会保障适用研究.md,2,2,1,2,1,8,strong,medium,False,full
398,JDFX2022004011_王健_2022_交大法学_论发展型社会救助制度中的强制工作措施——以欧洲国家的经验为镜鉴.md,1,1,0,2,1,5,medium,high,False,skip
399,JDFX2022004012_潘佳_2022_交大法学_生态保护补偿公私协议的法律属性.md,2,2,2,2,2,10,strong,high,False,light
400,JDFX2022005001_陈兴良_2022_交大法学_正当防卫：以刑民比较为视角的规范诠释.md,2,2,2,2,2,10,strong,high,False,light
401,JDFX2022005002_时延安_2022_交大法学_刑民交叉案件的处理：类型与规则.md,2,2,2,2,2,10,strong,high,False,skip
402,JDFX2022005003_黎宏和陈少青_2022_交大法学_论财产犯中的财产性利益.md,2,2,2,2,2,10,strong,high,False,skip
403,JDFX2022005004_熊林曼_2022_交大法学_论普通法立宪主义的贡献与不足.md,0,0,0,0,0,0,absent,high,False,skip
404,JDFX2022005005_周易培_2022_交大法学_“规制治理”下的律师职业规制改革——以英国的实践为例.md,1,1,0,1,1,4,weak,medium,False,full
405,JDFX2022005006_李昶_2022_交大法学_告别独立于不当得利返还的占有回复规则——基于规则冲突的反思与重构.md,2,1,0,2,0,5,medium,low,True,full
406,JDFX2022005007_李姗萍_2022_交大法学_民法典时代背景下的忠诚协议.md,2,2,2,2,2,10,strong,high,False,skip
407,JDFX2022005008_毛景_2022_交大法学_美国高龄劳动者就业保障制度及其镜鉴.md,0,0,0,2,1,3,weak,medium,False,full
408,JDFX2022005009_李干_2022_交大法学_劳动者“集体停工”的法治化解释与出路——基于集体劳动法与个体劳动法的双重视角.md,2,2,2,2,2,10,strong,high,False,light
409,JDFX2022005010_周秘_2022_交大法学_“减损”的劳动权利——以G区劳动执行案件为样本的实证研究.md,2,2,2,2,2,10,strong,high,False,skip
410,JDFX2022006002_韩大元_2022_交大法学_20世纪50年代“共同富裕”理念形成及其演变——以《共同纲领》制定中社会主义目标的讨论为中心.md,2,2,2,2,2,10,strong,high,False,light
411,JDFX2022006003_张翔_2022_交大法学_市场经济与共同富裕的互诠——“经济宪法”的视角.md,2,2,2,2,2,10,strong,high,False,light
412,JDFX2022006004_范进学_2022_交大法学_“共同富裕”的宪法表达：自由平等共享与法治国.md,2,2,2,2,2,10,strong,high,False,skip
413,JDFX2022006005_徐舒浩_2022_交大法学_内在陈述的表达主义构造成立吗？——哈特后设法理论立场之诠释.md,0,0,0,0,0,0,absent,high,False,skip
414,JDFX2022006006_李建伟和何秉泽_2022_交大法学_决议可撤销之诉裁量驳回的利益衡量.md,2,2,2,2,2,10,strong,high,False,light
415,JDFX2022006007_林少伟_2022_交大法学_脱法实践下公司法规则变迁之逻辑.md,2,2,2,2,2,10,strong,high,False,skip
416,JDFX2022006008_赵一洲_2022_交大法学_论著作财产权权利内容的分割与整合——基于“权利束”与“模块化”理论的考察.md,2,2,1,2,1,8,strong,high,False,full
417,JDFX2022006009_曾元君_2022_交大法学_中国和澳大利亚刑事被害人权利的演进：法律传统的趋同？.md,2,2,0,2,2,8,strong,medium,False,full
418,JDFX2022006010_余煜刚_2022_交大法学_可接受性论证：行政裁量的治理新机制.md,1,0,0,2,1,4,weak,medium,False,full
419,JDFX2022006011_张真源_2022_交大法学_论突发事件应对中的双重响应体系——兼论《突发事件应对法》的修改.md,2,2,2,2,2,10,strong,high,False,skip
420,JDFX2023001002_黄进_2023_交大法学_百年大变局下的国际法与国际法治.md,1,1,2,2,2,8,strong,medium,False,full
421,JDFX2023001003_施余兵_2023_交大法学_《联合国海洋法公约》的“海洋宪章”地位：发展与界限.md,1,0,0,1,1,3,weak,medium,False,full
422,JDFX2023001004_陈海波_2023_交大法学_“主管国际组织”与海洋科学研究国际法规则体系的发展.md,0,0,0,1,0,1,absent,medium,True,full
423,JDFX2023001005_高圣惕和赵思涵_2023_交大法学_科技运用活动与岛礁法律地位的认定：南海仲裁裁决对《公约》第121（3）条解释及适用的错误.md,1,0,0,1,0,2,weak,high,False,full
424,JDFX2023001006_杨洪斌_2023_交大法学_洛克纳案、实体性正当程序与“明显违宪”标准的衰落.md,0,0,0,0,0,0,absent,high,False,skip
425,JDFX2023001007_夏小雄_2023_交大法学_公司法的深层结构：从东印度公司到中国公司法.md,2,1,1,2,1,7,medium,high,False,full
426,JDFX2023001008_何荣功_2023_交大法学_民事欺诈与刑事诈骗的类型化区分.md,2,2,2,2,2,10,strong,high,False,light
427,JDFX2023001009_田宏杰_2023_交大法学_刑民交叉研究：理论范式与实践路径.md,2,2,2,2,2,10,strong,high,False,skip
428,JDFX2023001010_唐国昌_2023_交大法学_元代和买法律制度考论.md,2,2,1,2,2,9,strong,medium,False,full
429,JDFX2023001011_李鼎_2023_交大法学_全责、免责还是损害分配：故意侵权案件中过失相抵的适用.md,2,1,2,2,1,8,strong,medium,False,full
430,JDFX2023002002_冯玉军_2023_交大法学_《立法法》修改：理念原则、机制创新与完善建议.md,2,2,1,2,2,9,strong,medium,False,full
431,JDFX2023002003_刘松山_2023_交大法学_对《立法法（修正草案）》的审思：从七个重点问题展开.md,2,2,1,2,2,9,strong,high,False,full
432,JDFX2023002004_胡弘弘和田骥威_2023_交大法学_党对立法工作的百年探索与经验启示——基于党的全国代表大会报告的研究.md,2,2,2,2,2,10,strong,high,False,light
433,JDFX2023002005_谭嘉玲和林彦_2023_交大法学_部门规章制定主体范围的规范阐释及立法完善.md,2,2,2,2,2,10,strong,high,False,skip
434,JDFX2023002006_蔡培如_2023_交大法学_个人信息可携带权的规范释义及制度建构.md,2,2,2,2,2,10,strong,high,False,skip
435,JDFX2023002007_罗寰昕_2023_交大法学_算法控制视域下平台用工劳动关系认定的困境与出路.md,2,2,2,2,2,10,strong,high,False,skip
436,JDFX2023002008_李希梁_2023_交大法学_反垄断监管与事前监管——互联网平台监管模式的二元建构.md,2,2,1,2,2,9,strong,medium,False,full
437,JDFX2023002009_翟翌和金龙君_2023_交大法学_均衡性原则之“权重公式”的反思与重构——一个法经济学的分析视角.md,0,0,1,0,1,2,weak,medium,True,full
438,JDFX2023002010_马家曦_2023_交大法学_论二审参加之审理模式与路径重构.md,2,2,2,2,2,10,strong,high,False,light
439,JDFX2023002011_翁壮壮_2023_交大法学_论决断的类型化——在政治与法律之间的考察.md,2,1,1,2,1,7,medium,medium,False,full
440,JDFX2023002012_郑志行_2023_交大法学_行政协议解除权的规则体系建构——兼评《行政协议规定》第27条第2款.md,2,2,2,2,2,10,strong,high,False,light
441,JDFX2023002013_周俊彦_2023_交大法学_“辅助说明材料”的证据法定位及法庭运用规则.md,2,2,2,2,2,10,strong,high,False,light
442,JDFX2023003001_刘剑文和唐贺强_2023_交大法学_法典化目标下税法总则立法的三个问题.md,2,2,2,2,2,10,strong,high,False,full
443,JDFX2023003002_熊伟_2023_交大法学_体系化视角下税法总则的结构安排与法际协调.md,2,2,2,2,2,10,strong,high,False,skip
444,JDFX2023003003_王桦宇_2023_交大法学_税法总则立法框架下纳税义务体系的构建.md,2,2,1,2,1,8,strong,high,False,full
445,JDFX2023003004_赵泽睿_2023_交大法学_网络信息内容生态共同治理的法治保障.md,2,2,2,2,2,10,strong,high,False,light
446,JDFX2023003005_褚婧一_2023_交大法学_情感计算的信息隐私法律风险及其应对.md,2,2,1,2,2,9,strong,high,False,full
447,JDFX2023003006_姜峰_2023_交大法学_詹姆斯·麦迪逊的人性观与宪法思想.md,0,0,0,0,0,0,absent,high,False,light
448,JDFX2023003007_刘俊海_2023_交大法学_董事责任制度重构：精准问责、合理容错、宽容失败——以弘扬企业家精神为视角.md,2,2,2,2,2,10,strong,high,False,full
449,JDFX2023003008_钟宇晴和刘亦峰_2023_交大法学_论庭前证据调查准备：实证考察与理论思考.md,2,2,2,2,2,10,strong,high,False,skip
450,JDFX2023003009_杨勇_2023_交大法学_不法原因给付的困境与规则构建.md,2,2,2,2,2,10,strong,high,False,skip
451,JDFX2023003010_谭宇航_2023_交大法学_标准必要专利纠纷中的禁诉令研究.md,2,2,2,2,2,10,strong,high,False,skip
452,JDFX2023003011_高苑丽_2023_交大法学_法秩序统一视角下虚开案件行刑认定冲突与协调.md,2,2,2,2,2,10,strong,high,False,skip
453,JDFX2023004002_翟小波_2023_交大法学_道歉的概念：一些初步的思考.md,2,1,0,2,1,6,medium,high,False,full
454,JDFX2023004003_孙维飞_2023_交大法学_教义学上的拐杖及其舍弃——以性行为后果分担为例论《民法典》第1186条之法律适用.md,2,2,2,2,2,10,strong,high,False,skip
455,JDFX2023004004_王凌皞_2023_交大法学_正义与仁爱的双重考量——高空抛物侵权连带归责方式的辩护.md,2,2,0,2,2,8,strong,medium,False,full
456,JDFX2023004005_王昱博_2023_交大法学_拒绝严格责任？——反省康德主义侵权法理论.md,0,0,0,0,0,0,absent,high,False,full
457,JDFX2023004006_王世杰_2023_交大法学_利害调整模式下公权利理论的革新.md,1,1,0,2,2,6,medium,medium,False,full
458,JDFX2023004007_董储超和舒瑶芝_2023_交大法学_诉源治理导向下的纠纷解决：理念澄清与范式革新.md,2,2,2,2,2,10,strong,high,False,skip
459,JDFX2023004008_潘宁和陈浩邦_2023_交大法学_创新视角下的反垄断执法改进——基于反垄断处罚决定书与公司专利及财务数据的实证分析.md,2,2,0,2,1,7,medium,medium,False,full
460,JDFX2023004009_翟仲_2023_交大法学_论沿海国保护权对军舰豁免权的限制.md,1,1,0,1,1,4,weak,high,False,light
461,JDFX2023004010_何思萌_2023_交大法学_民国时期的变更判例制度及其实践.md,2,2,1,2,2,9,strong,medium,False,full
462,JDFX2023004011_邓翔宇_2023_交大法学_部门宪法划分的双重基础——以结构功能主义和社会系统论为视角.md,2,1,0,2,2,7,medium,low,True,full
463,JDFX2023004012_王宾_2023_交大法学_工伤认定争议的程序空转及解决.md,2,2,2,2,2,10,strong,high,False,light
464,JDFX2023005001_季卫东_2023_交大法学_主权的嬗变——数字化“魔兽世界”与法律秩序创新.md,1,1,0,0,1,3,weak,low,True,full
465,JDFX2023005002_蒋大兴_2023_交大法学_“法人格否认裁判”之效力射程——“法人格否认裁判”是否具有跨域效力？.md,2,2,2,2,2,10,strong,high,False,skip
466,JDFX2023005003_李建伟和李亚超_2023_交大法学_论公司社会责任强制性的规范体系建构.md,2,2,2,2,2,10,strong,high,False,skip
467,JDFX2023005004_杨琼_2023_交大法学_公司法的比例性规制——保障公司发展权的另一种思路.md,2,2,2,2,2,10,strong,high,False,skip
468,JDFX2023005005_安晨曦_2023_交大法学_《民法典》视角下公司法中“连带责任”的语义检视.md,2,2,2,2,2,10,strong,high,False,full
469,JDFX2023005006_山本隆司和袁浦_2023_交大法学_私法与公法的协动形式.md,0,0,0,0,0,0,absent,high,False,light
470,JDFX2023005007_唐安然_2023_交大法学_司法解决行政争议中实质性标准的廓清.md,2,2,2,2,2,10,strong,high,False,light
471,JDFX2023005008_邓华_2023_交大法学_国际刑事司法实践对习惯国际法的重申、认定及“重构”.md,0,0,0,0,0,0,absent,high,False,full
472,JDFX2023005009_王雯萱_2023_交大法学_密闭空间防卫案件的证明责任分配规则研究.md,2,2,2,2,2,10,strong,high,False,light
473,JDFX2023005010_张弘毅_2023_交大法学_论背俗一物二卖中的回复原状救济.md,2,2,2,2,2,10,strong,high,False,full
474,JDFX2023005011_尹辉煌_2023_交大法学_整合论宪法学：找回国家还是失去国家？——读斯门德《宪法与实在宪法》.md,0,0,0,0,0,0,absent,high,False,light
475,JDFX2023006001_郑军男_2023_交大法学_论数据权益的刑法保护——民刑交错视角下的法益保护论探讨.md,2,2,0,2,2,8,strong,medium,False,full
476,JDFX2023006002_单平基_2023_交大法学_民法中的自助行为及其限度——兼及不当自主行为所致民刑交叉问题.md,2,2,1,2,2,9,strong,medium,False,full
477,JDFX2023006003_黄忠顺_2023_交大法学_刑事涉财产执行中的案外人权益救济——以案外人权益救济程序的当事人构造为视角.md,2,2,2,2,2,10,strong,high,False,skip
478,JDFX2023006004_彭錞_2023_交大法学_论政务数据共享的推进与边界.md,2,2,2,2,1,9,strong,medium,False,full
479,JDFX2023006005_徐曦昊和宋华琳_2023_交大法学_美国行政法上的机构协调及其借鉴.md,2,1,0,2,1,6,medium,medium,False,full
480,JDFX2023006006_童德华_2023_交大法学_期待可能性论对预防刑罚观之实践问题的消解.md,2,2,1,2,2,9,strong,medium,False,full
481,JDFX2023006007_饶先成_2023_交大法学_专利技术特征划分的反思与重构.md,2,2,0,2,1,7,medium,medium,False,full
482,JDFX2023006008_程皓楠_2023_交大法学_法律保留原则中的全面保留理论.md,0,0,0,0,0,0,absent,high,False,skip
483,JDFX2023006009_黄宇杰_2023_交大法学_民法典视域下侵犯商业秘密行为规则的反思与完善.md,2,2,1,2,1,8,strong,medium,False,full
484,JDFX2023006010_张耀文_2023_交大法学_比例原则在雇员个人信息保护中的构造及适用.md,2,2,2,2,2,10,strong,high,False,light
485,JDFX2024001001_孙长永_2024_交大法学_未决羁押的合理期限及其法律规制.md,2,2,1,2,2,9,strong,high,False,light
486,JDFX2024001002_孙维飞_2024_交大法学_遗赠、婚外同居与公序良俗.md,2,2,2,2,2,10,strong,high,False,full
487,JDFX2024001003_刘耀东_2024_交大法学_公序良俗在情人遗赠纠纷中的适用——基于私法与基本权利冲突理论的二元视角.md,2,2,2,2,2,10,strong,high,False,full
488,JDFX2024001004_陈霖_2024_交大法学_遗赠物上代位推定的教义构造与适用甄别.md,2,2,2,2,2,10,strong,high,False,skip
489,JDFX2024001005_夏静宜_2024_交大法学_原因欠缺导致赠与财产返还的原理和规则.md,2,2,2,2,2,10,strong,high,False,skip
490,JDFX2024001006_徐忠明_2024_交大法学_有图自东方来：明信片上的清末司法场景.md,2,2,1,2,1,8,strong,high,False,full
491,JDFX2024001007_张泽键_2024_交大法学_权利的混合理论成立吗？.md,0,0,0,0,0,0,absent,high,False,full
492,JDFX2024001008_钱坤_2024_交大法学_理一分殊：全国人大及其常委会宪法监督权的差异化构造.md,2,2,2,2,2,10,strong,high,False,skip
493,JDFX2024001009_张扬欢_2024_交大法学_通信标准必要专利跨领域许可FRAND义务研究.md,1,1,1,2,1,6,medium,high,False,full
494,JDFX2024001010_李志颖_2024_交大法学_算法歧视的两副面孔及其法律规制.md,2,1,1,1,2,7,medium,medium,False,full
495,JDFX2024001011_李卓卓_2024_交大法学_表决权滥用的法律规制——以决议效力为中心.md,2,2,2,2,2,10,strong,high,False,full
496,JDFX2024002001_郭烁_2024_交大法学_控方撤回认罪认罚：比较考察与类型规制.md,2,2,2,2,2,10,strong,high,False,light
497,JDFX2024002002_闫召华_2024_交大法学_认罪认罚案件质效评估机制的反思与完善.md,2,2,2,2,2,10,strong,high,False,skip
498,JDFX2024002003_刘磊_2024_交大法学_量刑建议“一般应当采纳”条款之省思.md,2,2,2,2,2,10,strong,high,False,light
499,JDFX2024002004_赵恒_2024_交大法学_认罪认罚案件审判活动中人民陪审员制度适用的挑战及其应对.md,2,2,1,2,2,9,strong,medium,False,full
500,JDFX2024002005_江山_2024_交大法学_论反垄断法解释的学派分歧及其交谈前景.md,0,0,0,0,0,0,absent,low,True,full
501,JDFX2024002006_汪改丽_2024_交大法学_论个人信息的反垄断法保护——以“滴滴案”为例.md,2,2,2,2,2,10,strong,high,False,light
502,JDFX2024002007_李鑫_2024_交大法学_经营者集中救济“防火墙”措施的实施与监督.md,2,2,1,2,2,9,strong,high,False,skip
503,JDFX2024002008_孟现玉_2024_交大法学_积极老龄化视域下促进老年人就业的法治路径.md,2,2,1,2,2,9,strong,high,False,skip
504,JDFX2024002009_袁野_2024_交大法学_优先权之反思与重述.md,2,2,2,2,2,10,strong,high,False,skip
505,JDFX2024002010_曾凤辰_2024_交大法学_知识产权滥用的教义学构造.md,2,2,2,2,2,10,strong,high,False,skip
506,JDFX2024002011_房旭和郭东阳_2024_交大法学_专属经济区航行自由适当顾及义务的履行研究.md,0,0,0,0,0,0,absent,low,True,full
507,JDFX2024003001_叶必丰_2024_交大法学_地方法规范的“飞出”适用.md,2,2,2,2,2,10,strong,high,False,light
508,JDFX2024003002_郑玉双_2024_交大法学_什么是损害？——一个刑法哲学视角的分析.md,1,0,0,1,0,2,weak,medium,False,full
509,JDFX2024003003_张峰铭_2024_交大法学_超越比例原则：同态报应量刑原则的法理根基与实践意义.md,1,1,1,1,1,5,medium,medium,False,full
510,JDFX2024003004_王华伟_2024_交大法学_网络暴力治理：平台责任与守门人角色.md,2,2,2,2,2,10,strong,high,False,light
511,JDFX2024003005_徐万龙_2024_交大法学_论刑事正当防卫和民事正当防卫的同一关系.md,2,2,1,2,2,9,strong,medium,False,full
512,JDFX2024003006_满洪杰和陈哲璇_2024_交大法学_论人类基因资料库研究中知情同意制度的完善.md,2,2,1,2,1,8,strong,high,False,full
513,JDFX2024003007_于佳佳_2024_交大法学_人类辅助生殖技术应用范围的法律调整论.md,2,2,1,2,1,8,strong,high,False,full
514,JDFX2024003008_范奇_2024_交大法学_双向诉讼抑或单向诉讼？——行政协议诉讼的模式选择.md,2,2,2,2,2,10,strong,high,False,light
515,JDFX2024003009_张栋和李轲_2024_交大法学_主体论视域下涉案企业合规有效性审查的三种模式.md,2,2,2,2,2,10,strong,high,False,skip
516,JDFX2024003010_胡挺_2024_交大法学_公司决议无效规范基础的实证考察与认识论革新.md,2,2,2,2,2,10,strong,high,False,light
517,JDFX2024003011_白睿成_2024_交大法学_权利法定视角下著作权兜底条款的适用进路.md,2,2,2,2,2,10,strong,high,False,skip
518,JDFX2024004001_王泽鉴_2024_交大法学_不当得利法释义学的建构.md,2,1,0,2,1,6,medium,medium,False,full
519,JDFX2024004002_朱晓喆_2024_交大法学_中国民法典评注：理论基础与愿景使命.md,2,2,1,2,2,9,strong,high,False,full
520,JDFX2024004003_赵文杰_2024_交大法学_《民法典》第122条评注.md,2,2,1,2,1,8,strong,medium,False,full
521,JDFX2024004004_黄韬_2024_交大法学_“党管金融”的法治内涵.md,2,2,2,2,2,10,strong,high,False,skip
522,JDFX2024004005_黄辉和王超_2024_交大法学_证券仲裁的禀赋特性与制度创新：自愿性与强制性的冲突与调和.md,2,2,2,2,2,10,strong,high,False,light
523,JDFX2024004006_苏盼_2024_交大法学_论金融监管规则的司法考量.md,2,2,1,2,2,9,strong,medium,False,full
524,JDFX2024004007_王志明_2024_交大法学_内幕交易民事赔偿制度之审思.md,2,2,2,2,2,10,strong,high,False,skip
525,JDFX2024004008_胡丽文_2024_交大法学_数字时代经济权力法律治理的现代转向.md,0,1,0,0,0,1,absent,low,True,full
526,JDFX2024004009_洪涛_2024_交大法学_问题与新解：刑事电子数据的最佳证据规则——基于486份裁判文书的实证分析.md,1,2,1,1,1,6,medium,medium,False,full
527,JDFX2024004010_龙卫球和何傲翾_2024_交大法学_民法债物关系的再认知：基于债的财产化和并立化的内在视角.md,2,1,1,2,2,8,strong,medium,False,full
528,JDFX2024005001_范进学_2024_交大法学_论习近平法治思想的法治理论体系.md,2,2,2,2,2,10,strong,high,False,skip
529,JDFX2024005002_赵旭东和陈萱_2024_交大法学_论未出资股权转让后的出资责任——新《公司法》第88条的正当性与适用解读.md,2,2,2,2,2,10,strong,high,False,skip
530,JDFX2024005003_林一英_2024_交大法学_新《公司法》提升中小公司治理灵活性及其适用与展望.md,2,2,0,2,2,8,strong,medium,False,full
531,JDFX2024005004_周游_2024_交大法学_股东出资规则的体系性解释——以新《公司法》第47—54条为轴线.md,2,2,1,2,2,9,strong,high,False,full
532,JDFX2024005005_袁崇霖_2024_交大法学_论董事忠实义务的程序性保障——以利益冲突披露义务为中心.md,2,2,1,2,2,9,strong,medium,False,full
533,JDFX2024005006_高富平_2024_交大法学_可信数据流通制度论——治理范式经济秩序的形成.md,2,2,2,2,2,10,strong,high,False,full
534,JDFX2024005007_许春明和杨欢欢_2024_交大法学_论数据的法律界定.md,2,2,2,2,2,10,strong,high,False,skip
535,JDFX2024005008_赵祖斌_2024_交大法学_已公开个人信息处理规则的构造及适用——以合法处理事由为中心.md,2,2,1,2,1,8,strong,high,False,skip
536,JDFX2024005009_张开骏_2024_交大法学_个罪法益与构成要件的解释方法.md,2,2,1,2,1,8,strong,high,False,full
537,JDFX2024005010_罗维鹏_2024_交大法学_刑事证据审查标准及其经验.md,2,2,2,2,2,10,strong,high,False,light
538,JDFX2024006001_龚柏华_2024_交大法学_更高水平开放需适配高端涉外法治研究和运用人才.md,2,2,1,2,2,9,strong,high,False,skip
539,JDFX2024006002_江河_2024_交大法学_涉外法治的知识体系及其互动性建构.md,2,2,2,2,2,10,strong,high,False,skip
540,JDFX2024006003_欧福永和黄思瑞_2024_交大法学_气候变化应对类ESG国际商事仲裁：优势、困境与中国进路.md,2,2,1,2,1,8,strong,high,False,light
541,JDFX2024006004_韩逸畴_2024_交大法学_国际法适用中的双重标准问题研究.md,0,0,0,1,1,2,weak,medium,False,full
542,JDFX2024006005_张志铭_2024_交大法学_认真对待案件事实——一种结构形态的事实观.md,2,1,2,2,2,9,strong,high,False,full
543,JDFX2024006006_雷磊_2024_交大法学_数字司法的理论反思：意义、问题与监管.md,2,2,1,2,2,9,strong,medium,False,full
544,JDFX2024006007_杨力_2024_交大法学_论普惠金融的数字司法源头治理.md,2,2,2,2,2,10,strong,high,False,skip
545,JDFX2024006008_康宁_2024_交大法学_区块链个人信息保护的“同意”难题及进程化应对.md,2,2,1,2,1,8,strong,medium,False,full
546,JDFX2024006009_付举乾_2024_交大法学_“信息换给付”下捆绑禁令的内在体系与规范构造——对《个人信息保护法》第16条的解读.md,2,2,2,2,2,10,strong,high,False,skip
547,JDFX2024006010_焦海涛_2024_交大法学_滥用相对优势地位的性质区分与规制体系.md,2,2,1,2,2,9,strong,medium,False,full
548,JDFX2024006011_邓可祝和李晓艳_2024_交大法学_环境执法正面清单制度：法理阐释与实效保障.md,2,2,2,2,2,10,strong,high,False,skip
549,JDFX2025001001_孙远和刘慧慧_2025_交大法学_“刑事法律推定”否定论及“允许性推定”之本质.md,2,2,2,2,2,10,strong,high,False,skip
550,JDFX2025001002_贾志强_2025_交大法学_反思量刑合意的效力.md,2,2,2,2,2,10,strong,high,False,light
551,JDFX2025001003_李世阳_2025_交大法学_论公诉变更的必要性及其可能限度.md,2,2,2,2,2,10,strong,high,False,skip
552,JDFX2025001004_段厚省_2025_交大法学_对“阅核制”的认识论检讨.md,2,2,1,2,2,9,strong,medium,False,full
553,JDFX2025001005_张杰_2025_交大法学_论司法公共表达与“网库并行”案例发布模式的建构.md,2,2,2,2,2,10,strong,high,False,light
554,JDFX2025001006_李学尧和刘庄_2025_交大法学_算法时代的法治之路：计算法学的规范性探索.md,0,0,0,0,0,0,absent,medium,False,full
555,JDFX2025001007_张玉洁_2025_交大法学_法政策学视角下低空经济的法治保障研究.md,2,2,1,2,1,8,strong,high,False,skip
556,JDFX2025001008_宋亚辉等_2025_交大法学_法学十个二级学科的十年发展：知识生产的视角.md,2,2,0,2,1,7,medium,high,False,full
557,JDFX2025001009_刘云亮和卢晋_2025_交大法学_中国特色自由贸易港法规制定权论.md,2,2,1,2,1,8,strong,medium,False,full
558,JDFX2025001010_邵奇聪_2025_交大法学_刑事共同被告陈述的法庭调查模式研究.md,2,1,0,2,1,6,medium,medium,False,full
559,JDFX2025002001_蒋传光和张雷_2025_交大法学_习近平法治思想中的传统法律文化观及原创性贡献.md,2,2,2,2,2,10,strong,high,False,light
560,JDFX2025002002_刘荣军_2025_交大法学_习近平关于尊重和保障人权重要论述的形成渊源、实践理路与全球人权治理启示.md,2,2,2,2,2,10,strong,high,False,full
561,JDFX2025002003_蒋红珍_2025_交大法学_平台主体责任在顺风车监管中的认定.md,2,2,2,2,2,10,strong,high,False,full
562,JDFX2025002004_苏宇_2025_交大法学_公共数据污染的法律治理.md,2,2,2,2,2,10,strong,high,False,light
563,JDFX2025002005_刘绍宇_2025_交大法学_公法如何介入平台治理？——以私行政法学之建构为切入点.md,2,2,2,2,2,10,strong,high,False,light
564,JDFX2025002006_周乐_2025_交大法学_政府数据开放共享平台建构中的边缘计算风险及其多元规制.md,2,2,0,0,2,6,medium,medium,False,full
565,JDFX2025002007_郭延军和童之伟_2025_交大法学_民族的现代的法理学的夺人先声——上海交大法学先贤杨廷栋学术思想考论.md,2,2,2,2,2,10,strong,high,False,skip
566,JDFX2025002008_王充和杨钊_2025_交大法学_法条竞合抑或想象竞合？——以检例第136号中的溯及力问题为对象.md,2,2,1,2,2,9,strong,high,False,full
567,JDFX2025002009_谢登科_2025_交大法学_电子数据搜查的两种模式.md,2,2,2,2,2,10,strong,high,False,light
568,JDFX2025002010_吴英姿_2025_交大法学_先诉抗辩权的程序法理——以纠纷成熟理论为基础.md,2,2,1,2,1,8,strong,medium,False,full
569,JDFX2025002011_柯达_2025_交大法学_现金权的法理确证与规则建构——以数字时代的货币公平为视角.md,2,2,2,2,2,10,strong,high,False,light
570,JDFX2025002012_王慧群_2025_交大法学_论经营者集中的“控制”认定标准——基于公司治理模式的分析.md,2,2,2,2,2,10,strong,high,False,skip
571,JDFX2025003001_王利明_2025_交大法学_养殖权制度的体系构建——以养殖权的用益物权属性为中心.md,2,2,2,2,2,10,strong,high,False,skip
572,JDFX2025003002_吴慧和牛宇燕_2025_交大法学_《南极条约》当事国实施南极考察活动的管理制度比较研究.md,1,1,0,2,1,5,medium,high,False,full
573,JDFX2025003003_张磊_2025_交大法学_论BBNJ协定视阈下国际法制度性话语权的构建.md,1,0,1,2,1,5,medium,medium,False,full
574,JDFX2025003004_王勇和王逸贇_2025_交大法学_论“区域”环境补偿基金法律制度的完善.md,1,0,2,1,1,5,medium,medium,False,full
575,JDFX2025003005_汪洋和姜惠雯_2025_交大法学_实体与程序之维下的配偶财产利益保护——以夫妻共同财产处分及夫妻债务清偿为例.md,2,2,2,2,2,10,strong,high,False,skip
576,JDFX2025003006_王立栋_2025_交大法学_强制执行程序中的动产让与担保.md,2,2,2,2,2,10,strong,high,False,skip
577,JDFX2025003007_史明洲_2025_交大法学_论民事强制执行中的平等主义.md,2,1,1,2,2,8,strong,medium,False,full
578,JDFX2025003008_李春_2025_交大法学_债权执行场域下次债务人抵销预期保护的实现路径——以《民法典》第549条第1项规范意旨为基础.md,2,2,1,2,2,9,strong,high,False,full
579,JDFX2025003009_王常阳_2025_交大法学_数字虚拟财产权强制执行研究.md,2,2,1,2,1,8,strong,medium,False,full
580,JDFX2025003010_江海洋_2025_交大法学_法律语料库技术与刑法文义的智能辅助判定.md,2,2,1,2,2,9,strong,high,False,full
581,JDFX2025003011_崔玮_2025_交大法学_二审程序中认罪认罚案件的实践面相及其反思.md,2,2,2,2,2,10,strong,high,False,skip
582,JDFX2025003012_张崇胜_2025_交大法学_论法典化背景下会计法的体系化建构.md,2,2,2,2,2,10,strong,high,False,light
583,JDFX2025004001_杨凯_2025_交大法学_习近平法治思想中的外商投资监管公共法律服务理论.md,2,2,2,2,2,10,strong,high,False,skip
584,JDFX2025004002_高一飞_2025_交大法学_以审判为中心的诉讼制度改革成果入法的总体方案.md,2,2,2,2,2,10,strong,high,False,skip
585,JDFX2025004003_吕炳斌_2025_交大法学_论数字时代的“权益”概念：以个人信息权益为例.md,2,2,2,2,2,10,strong,high,False,light
586,JDFX2025004004_杨芳_2025_交大法学_个人信息三元权益论的教义学展开与体系衔接.md,2,2,2,2,2,10,strong,high,False,light
