rank,pid,source,ccb_score,title
912,1900,E1,76.94,民行刑交叉中的高空抛物致损赔偿规则
913,110,E1,76.88,主渠道目标导向下行政复议与行政诉讼衔接关系研究
914,963,E1,76.88,刑事司法领域的宪法判断与刑法制度文明
915,521,E1,76.85,民法总则设置商法规范的限度及其理论解释
916,350,E1,76.84,对民事二审中撤回起诉的再认识
917,1004,E1,76.84,数字化背景下刑事诉讼权利结构的优化
918,72,E1,76.82,中国传统司法中的察狱以情及其现代价值
919,285,E1,76.79,商标法律制度的失衡及其理性回归
920,648,E1,76.79,网络空间中犯罪帮助行为的制裁体系与完善思路
921,707,E1,76.79,认罪认罚从宽制度视野下的“以审判为中心”
922,1792,E1,76.79,迈向公私合作型行政法
923,1049,E1,76.76,网络空间主权的治理模式及其制度构建
924,1213,E1,76.76,作品名称的多重功能与多元保护——兼评反不正当竞争法第6条第3项
925,1624,E1,76.76,清代州县讼事中的国家与个人——以巴县档案为中心
926,1671,E1,76.76,秦及汉初逃亡犯罪的刑罚适用和处理程序
927,567,E1,76.74,环境侵权类型的重构
928,1627,E1,76.74,清代讼师贪利形象的多重建构
929,857,E1,76.68,证券虚假陈述中审验机构连带责任的厘清与修正
930,507,E1,76.63,民法典整体贯彻绿色理念模式研究
931,791,E1,76.63,论我国环境公益诉讼的发展方向：基于行政权与司法权关系理论的分析
932,828,E1,76.63,论环境质量标准与环境污染侵权责任的认定
933,1488,E1,76.63,技术侦查证据使用问题研究
934,1333,E1,76.62,反思财产法制建设中的“事前研究”方法
935,1489,E1,76.62,"技术标准之许可定价规则的""非国家化""——以可比许可法为中心"
936,1916,E1,76.62,从形式法典化到实质法典化：刑事诉讼法的法典化进阶
937,1480,E1,76.6,我国行政诉讼中的预防性保护
938,189,E1,76.59,公共健康危机的知识产权法应对
939,1179,E1,76.59,乡村基层执法的空间制约与机制再造
940,1372,E1,76.57,国有企业特殊对待与市场主体平等保护的规范势差及其限缩
941,127,E1,76.56,互构关系中社区矫正对象与性质定位研究
942,574,E1,76.5,环境法典基本原则条款构建研究
943,881,E1,76.5,轻罪重判国家赔偿责任的证立及其类型化
944,1121,E1,76.49,一致解释原则的功能及适用要件
945,732,E1,76.47,论人工智能生成内容的著作权法平等保护
946,1279,E1,76.47,内地与香港继承判决流通制度的构建
947,1816,E1,76.47,金融法中混业“但书”规定之反思
948,1154,E1,76.46,中国民间公益法人制度现代化的路径选择
949,1281,E1,76.46,再现型摄影作品之著作权认定
950,542,E1,76.44,法律规范之间抵触标准研究
951,1298,E1,76.44,刑事诉讼专门性证据的扩张与规制
952,233,E1,76.43,刑事诉讼法与监察法的衔接难题与破解之道
953,726,E1,76.43,论中立帮助行为的处罚边界
954,1560,E1,76.41,民事裁判援引规章及行政规范性文件的审查义务
955,1268,E1,76.4,公司资本制度的后端改革与偿债能力测试的借鉴
956,990,E1,76.38,基于规则与事实的司法哲学范畴
957,1545,E1,76.38,构建行政公益诉讼的客观诉讼机制
958,423,E1,76.35,敌意收购的法律立场
959,622,E1,76.35,算法侵害责任框架刍议
960,1259,E1,76.35,公司债券非公开发行的规范模式
961,1506,E1,76.35,数字平台管制：公共性理论的反思与经济管制的适用
962,695,E1,76.34,行政赔偿案件中原被告举证责任辨析
963,920,E1,76.29,中国刑事证据制度体系的优化
964,1310,E1,76.28,刑法中义务冲突的界定、类型与体系定位
965,1672,E1,76.28,秦汉律所见“质钱”考辨
966,1794,E1,76.25,迈向自主法学知识体系的比较法研究范式——以2003
967,1654,E1,76.24,监察过程中的公安协助配合机制
968,505,E1,76.16,民法典制定中的国家与国库问题研究
969,1315,E1,76.16,删而未除的“管辖错误”再审——基于2013年以来最高人民法院裁定书的分析
970,1588,E1,76.16,法学研究中裁判文书运用的方法论检讨——以刑事法文献为例的内容分析
971,471,E1,76.15,机动车自愿责任险排除连带赔偿责任
972,1362,E1,76.13,回归法律规范:刑事值班律师制度适用问题再反思
973,1404,E1,76.13,基本行政法典的确立、定位与架构
974,351,E1,76.09,对民事判决书结构与说理的重塑
975,954,E1+E2,76.09,先秦法的概念隐喻
976,304,E1,76.06,地方法治竞争范式及其制度约束
977,764,E1,76.06,论商事习惯的法源位阶
978,1247,E1,76.04,全国人大常委会宪法地位的历史变迁与体系展开
979,1555,E1,76.04,死刑存废的民意维度——以组织卖淫罪可罚性观念的测量为中心
980,650,E1,76.03,网络诽谤的争议问题探究
981,1076,E1,76.03,论指导性案例的内容构成
982,1539,E1,76.03,最小必要原则在平台处理个人信息实践中的适用
983,893,E1,75.97,遗产限定继承论
984,1639,E1,75.96,环境法体系中的自然保护地立法
985,1871,E1,75.96,从直觉到证据：大模型法律语料库与法律解释客观化
986,1252,E1,75.93,全面依法治国与第三方评估制度的完善
987,475,E1,75.91,标准必要专利反垄断诉讼问题研究
988,1093,E1,75.91,财产权宪法化与近代中国社会本位立法
989,1294,E1,75.91,刑事被告人答辩制度之构建
990,1302,E1,75.91,刑事诉讼法中的侦查概括条款
991,1068,E1,75.88,论作为新型财产权的数据财产权
992,1436,E1,75.88,宪法功能转型的社会机理与中国模式
993,594,E1,75.87,知识产权许可费赔偿方法的功能、价值准则与体系重构
994,1678,E1,75.84,税法续造与税收法定主义的实现机制
995,1054,E1,75.82,董事会运行中非理性因素的法律规制
996,1508,E1,75.82,数字时代的技术性正当程序：理论检视与制度构建
997,596,E1,75.81,破产程序中的税法问题研究
998,952,E1,75.81,作为国家机构原则的民主集中制
999,55,E1,75.78,不当联结禁止原则的重述与应用
1000,286,E1,75.76,商标注册“不良影响”条款的适用
1001,1336,E1,75.76,受贿犯罪的保护法益
1002,222,E1,75.75,刑事涉案虚拟财产强制处分论
1003,980,E1,75.69,商法的独特性与民法典总则编纂
1004,629,E1,75.66,索债型非法拘禁罪扩张适用下对绑架罪的再认识
1005,249,E1,75.63,单位的反性骚扰义务与相关侵权责任研究
1006,268,E1,75.62,司法视域下夫妻财产制的价值转向
1007,1607,E1,75.6,法治化营商环境建设的合规机制——以刑事合规为中心
1008,1911,E1,75.57,电子证据痕迹效应理论及其运用
1009,897,E1,75.56,释法抑或造法：由刑法历次修正引发的思考
1010,1619,E1,75.54,涉外法律适用的冲突正义——以法律关系本座说为中心
1011,510,E1,75.51,民法典编纂与雇佣（劳动）合同规则
1012,1768,E1,75.44,证券市场自愿性信息披露的规制
1013,315,E1,75.43,基于学术不端撤销学位的程序制度建构
1014,1060,E1,75.43,行政规章与合同效力的关系
1015,1784,E1,75.41,赓续法脉：中华法的条标立法设置
1016,431,E1,75.38,数字时代个人信用权的构造与规制
1017,1080,E1,75.37,论民事司法成本的分担
1018,1649,E1,75.37,电子证据真实性的三个层面——以刑事诉讼为例的分析
1019,404,E1,75.35,我国逮捕与羁押制度改革若干问题探讨
1020,769,E1,75.34,论土地承包权与土地承包经营权的分离
1021,87,E1,75.32,中国式影子银行的风险溯源与监管创新
1022,159,E1,75.32,"作为行政处罚一般种类的""通报批评"""
1023,394,E1,75.32,我国第三人撤销之诉的实践运行研究
1024,832,E1,75.31,论禁止权利滥用原则的法律适用
1025,1006,E1,75.29,数字时代劳动关系概念及认定规范的中国表达
1026,237,E1,75.26,刑法再法典化的法理与蓝图
1027,1359,E1,75.25,善终、凶死与杀人偿命——中国人死刑观念的文化阐释
1028,1507,E1,75.24,数字时代保护作品完整权的功能更代及存废思考
1029,536,E1,75.21,法律思维中的“软计算”和贝叶斯语言方法
1030,1293,E1,75.21,刑事程序比例构造方法论探析
1031,1131,E1,75.19,个人信息大数据与刑事正当程序的冲突及其调和
1032,335,E1,75.18,存疑有利于被告原则及司法适用
1033,1161,E1,75.18,中国特色民间文学艺术作品著作权保护理论的构建
1034,1657,E1,75.18,真正地理标志保护的实质与我国地理标志统一立法
1035,1097,E1,75.16,违约金酌减预测研究
1036,66,E1,75.13,个人数据交易的私法制度构造研究
1037,225,E1,75.12,刑事证据“生命流程”的理论阐释
1038,94,E1,75.06,中国民法典编纂：观念、愿景与思路
1039,73,E1,75.01,中国传统司法如何处置“真伪不明”
1040,90,E1,75.0,中国式现代化视域下民事诉权的反思与重塑
1041,125,E1,75.0,事实认定“难题”与法官独立审判责任落实
1042,135,E1,75.0,人格权确认与构造的法律依据
1043,248,E1,75.0,医疗损害赔偿中原因力减责的法理及适用
1044,281,E1,75.0,商事信用：商法的内在逻辑与体系化根本
1045,288,E1,75.0,国家所有的法律表达及其解释
1046,361,E1,75.0,庭审中心视域下的民事审前准备程序研究
1047,425,E1,75.0,教育法法典化的规范选择
1048,473,E1,75.0,构建我国行政审判“参照”惯例制度
1049,496,E1,75.0,民事证明责任分配的实质性原则
1050,616,E1,75.0,立法扩张与司法限缩:刑法谦抑性的展开
1051,667,E1,75.0,虚开增值税专用发票罪的理论误区与治理重塑
1052,708,E1,75.0,认罪认罚从宽制度适用中的职权性逻辑和协商性逻辑
1053,860,E1,75.0,证据链与结构主义
1054,863,E1,75.0,试析明清律中的“罪坐所由”
1055,908,E1,75.0,香港新宪制秩序的法理基础：分权还是授权
1056,909,E1,75.0,高校校规的法律属性研究
1057,921,E1,75.0,中国合宪性审查的宪法文本实现
1058,1059,E1,75.0,行政组织法功能的行为法机制
1059,1077,E1,75.0,论数字货币的法律属性
1060,1196,E1,75.0,从民事基本法律到基础性法律：民法典地位论
1061,1217,E1,75.0,侦查讯问录音录像制度的功能定位及发展路径
1062,1230,E1,75.0,信息网络传播权及其与广播权的界限
1063,1248,E1,75.0,全案移送背景下控方卷宗笔录在审判阶段的使用
1064,1267,E1,75.0,公司融资语境下股与债的界分
1065,1284,E1,75.0,农村集体经济组织法构众说窥略——有关农村集体经济组织法律形式变革的稿件编后感
1066,1371,E1,75.0,国有企业海外投资跨境补贴的规制
1067,1408,E1,75.0,多元一统的政治宪法结构——政治宪法学理论基础的反思与重建
1068,1433,E1,75.0,宪法上代表理论的体系建构及逻辑展开
1069,1454,E1,75.0,平台监管的新公用事业理论
1070,1470,E1,75.0,我国协调国际平行诉讼的立场与方法——民事诉讼法第281条之体系解读
1071,1491,E1,75.0,抵押权时效问题的民法表达
1072,1543,E1,75.0,机能的思考方法下的罪数论
1073,1547,E1,75.0,案件事实的归属论证
1074,1595,E1,75.0,法律概念是重要的吗
1075,1605,E1,75.0,法条授权行政立法的规范化
1076,1720,E1,75.0,行政第三人的程序权利及其司法保护
1077,1723,E1,75.0,行政规范性文件司法审查权的实效性考察
1078,1798,E1,75.0,返还原物请求权如何适用诉讼时效———民法典第196条第2项的解释论
1079,1826,E1,75.0,集体法益的刑法保护及其边界
1080,1850,E1,75.0,数字时代行政机关处理个人信息的性质界定与授权规则
1081,645,E1,74.99,网络犯罪的刑法解释空间向度研究
1082,1013,E1,74.94,欧洲中世纪教会经济立法及其伦理
1083,782,E1,74.93,论必要性原则的客观化
1084,1467,E1,74.93,我国侦查权的程序性控制
1085,318,E1,74.82,基本权利对民事法律行为效力的影响及其限度
1086,1791,E1,74.82,过分高于损失：违约金调整的基本标准——以民法典第585条第2款为中心
1087,156,E1,74.79,作为利害调整法的行政法
1088,247,E1,74.75,区际利益补偿权利生成与基本构造
1089,511,E1,74.75,民法典编纂中商事主体立法定位的路径选择
1090,287,E1,74.74,商法独立的逻辑和体系：基于组织化交易论
1091,1031,E1,74.74,生态环境法典编纂的二元逻辑及其展开
1092,1126,E1,74.72,专家参与刑事司法的多元功能及其体系化
1093,1327,E1,74.72,协助决定取代成年监护替代决定——兼论民法典婚姻家庭编监护与协助的增设
1094,513,E1,74.71,民法典编纂视野下的个人信息保护
1095,1365,E1,74.71,国体的起源、构造和选择：中西暗合与差异
1096,1759,E1,74.71,论民事规训关系
1097,1041,E1,74.68,科研合同的功能性规制
1098,168,E1,74.66,修复、矫治与分控：社区矫正机能三重性辩证及其展开
1099,1430,E1,74.66,审判中心论的话语体系分歧及其解决
1100,1395,E1,74.6,基层法院审判委员会压力案件决策的实证研究
1101,1608,E1,74.6,法治国的宪法内涵——迈向功能分化社会的宪法观
1102,23,E1,74.54,"""应税所得""的法律建构与所得税法现代化"
1103,779,E1,74.54,论建构民事程序权利救济机制的基本原则
1104,220,E1,74.51,刑事强制医疗解除程序实证研究
1105,434,E1,74.51,数字法学的前提性命题与核心范式
1106,1617,E1,74.49,海上保险的最大诚信:制度内涵与立法表达
1107,1256,E1,74.47,公众意见影响法官决策的理论和实验分析
1108,1817,E1,74.47,金融科技背景下金融监管范式的转变
1109,67,E1,74.46,个人破产免责的理论基础与规范构建
1110,410,E1,74.44,执行时效期间的再改革
1111,428,E1,74.44,数字人身同一认定的技术力量与规制
1112,1724,E1,74.44,行政规范性文件直接审查模式的证立与建构
1113,1496,E1,74.41,探索激励相容的个人数据治理之道——中国个人信息保护法的立法方向
1114,239,E1,74.4,刑法立法阻却事由的理论界定与制度前景
1115,1626,E1,74.38,清代的地权习惯与法律介入———国家与市场的互动视角
1116,95,E1,74.37,中国民法学的效率意识
1117,680,E1,74.35,行政权利论
1118,3,E1,74.32,CISG在中国国际商事仲裁中的适用
1119,1895,E1,74.32,机动侦查权的理论新释与程序设计
1120,1725,E1,74.28,行政诉讼司法建议制度的功能衍化
1121,468,E1,74.24,有限公司股东清算义务人地位质疑
1122,644,E1,74.21,网络时代的刑法立法体系及其建构
1123,960,E1,74.18,内幕交易惩罚性赔偿制度的构造原理与现实选择
1124,988,E1,74.18,地方法院庭审实质化改革实证研究
1125,1788,E1,74.15,路检盘查的实施依据与程序监督
1126,146,E1,74.13,从隐私到个人信息：利益再衡量的理论与制度安排
1127,1374,E1,74.13,国际惯例适用规则的立法范式研究——以我国司法实践为出发点
1128,1808,E1,74.13,道路交通事故责任认定研究
1129,1351,E1,74.12,合意式刑事诉讼论
1130,1535,E1,74.12,晚清杀尊亲属罪转型中的基本问题
1131,450,E1,74.1,新一代法律智能系统的逻辑推理和论证说理
1132,253,E1,74.06,反不正当竞争法中“一定影响”的语义澄清与意义验证
1133,894,E1,74.04,避免将行政违法认定为刑事犯罪：理念、方法与路径
1134,1625,E1,74.0,清代州县词讼积案与上级的监督
1135,377,E1,73.94,我国刑事证据推理模式的转型：从日常思维到精密论证
1136,1107,E1,73.9,“八议”源流与腹边文化互动
1137,194,E1,73.87,公司法改革的文化拘束
1138,799,E1,73.79,论政府购买公共服务合同中的公法责任
1139,1029,E1,73.79,生态文明保障的刑法机制
1140,1166,E1,73.78,中国行政诉讼中的府院互动
1141,1758,E1,73.78,论权利之功能
1142,1681,E1,73.75,精准塑造更高水平对外开放与涉外私法制度创新
1143,1314,E1,73.68,"初查的行政执法化改革及其配套机制——以公安机关""行刑衔接""为视角"
1144,355,E1,73.66,市场与政府关系的法学解构
1145,330,E1,73.65,央地关系视角下的司法改革：动力与挑战
1146,580,E1,73.65,现货与期货交易的界分标准与法律规制
1147,1451,E1,73.56,市场主体平等保护对我国经济宪法的塑造
1148,798,E1,73.54,论搭售的违法判断标准
1149,814,E1,73.54,论民事诉讼突袭性裁判的防止：以现代庭审理论的应用为中心
1150,1155,E1,73.53,中国法学对外交流与研究中的概念对接——以多数人之债实体与程序的中德比较研究为例
1151,965,E1,73.5,制度激励、博弈均衡与社会正义
1152,1318,E1,73.5,制定法历史解释的论辩效力及其作用限度
1153,1604,E1,73.5,法教义学与法治:法教义学的治理意义
1154,1920,E1,73.47,中国刑法理论的体系性与妥当性
1155,961,E1,73.43,农地三权分置的法实现
1156,899,E1,73.41,重大行政决策概念证伪及其补正
1157,228,E1,73.38,刑事诉讼中程序惯性的反思与规制
1158,757,E1,73.34,论反垄断法的重构:应对数字经济的挑战
1159,816,E1,73.34,论民法典婚姻家庭编的社会化
1160,1874,E1,73.28,论我国金融监管透明度的二元治理模式
1161,1736,E1,73.26,西周邦国的法秩序构建：以新出金文为中心
1162,1085,E1,73.24,论法治评估的类型化
1163,382,E1,73.22,我国政府架构下的权力配置模式及其定型化
1164,964,E1,73.22,刑法解释的价值判断
1165,1137,E1,73.22,中华法系的百年历史叙事
1166,566,E1,73.21,犯罪热点成因：基于空间相关性的解释
1167,202,E1,73.19,公私关系的认识论重建与国际法发展
1168,579,E1,73.18,环境质量目标主义：关于环境法直接规制目标的思考
1169,9,E1,73.15,“五湖四海”：政法系统干部交流机制的发生与形态
1170,540,E1,73.15,法律监督机关的宪法内涵
1171,1673,E1,73.15,积极刑法立法观在中国的确立
1172,1652,E1,73.13,疫学因果关系及其证明
1173,1323,E1,73.07,劳动力市场灵活性与劳动合同法的修改
1174,36,E1,73.06,“绿色原则”在民法典中的贯彻论纲
1175,617,E1,73.06,立法社会效果考量的方式及其决策思维
1176,1309,E1,73.03,刑法上恶劣影响情节的经验考察与理论构建
1177,945,E1,73.01,人的尊严的法律属性辨析
1178,1670,E1,73.01,私法中理性人标准之构建
1179,520,E1,72.99,民法基本原则与商法漏洞填补
1180,824,E1,72.99,论混合型海洋争端的管辖权问题
1181,1037,E1,72.99,社会诚信建设与基层治理能力的再造
1182,1879,E1,72.97,“一业一证”改革的许可创新与法治回应
1183,1856,E1,72.91,我国轻微犯罪记录封存制度构建研究
1184,600,E1,72.88,社会系统论视角下实现碳达峰碳中和目标的法律对策
1185,1280,E1,72.87,再法典化背景下我国刑法犯罪法律后果体系的完善
1186,1393,E1,72.87,基于法官集体经验的量刑预测研究
1187,1592,E1,72.84,法律事实理论视角下的实质性宪法解释
1188,1163,E1,72.81,中国环境法治中的政党、国家与社会
1189,569,E1,72.76,环境司法理性不能止于“天价”赔偿：泰州环境公益诉讼案评析
1190,842,E1,72.76,论股东功能之嬗变：从股东治理到股东代理
1191,1789,E1,72.76,转型期国家认同困境与宪法学的回应
1192,75,E1,72.71,中国减刑程序公平性的实证研究
1193,637,E1,72.69,经营者集中法律界定模式研究
1194,1590,E1,72.66,法学研究目标受众选择的大数据分析
1195,883,E1,72.51,过程性审查：行政行为司法审查方法研究
1196,368,E1,72.5,成年监护制度的现代转向
1197,1377,E1,72.5,国际税收协定解释的困境及其纾解
1198,17,E1,72.44,“印证”证明模式反思与重塑：基于中国刑事错案的反思
1199,1903,E1,72.44,论中国古代经济管理法
1200,1603,E1,72.4,法律选择协议效力的法律适用辩释
1201,497,E1,72.37,民事诉讼法适用中的证明责任
1202,445,E1,72.35,数据资产入表的法律配置
1203,827,E1,72.32,论环境侵权原因行为的立法拓展
1204,1600,E1,72.32,法律行为汉字术语的日本翻译与中国传播史
1205,546,E1,72.31,法律解释的公共性
1206,138,E1+E2,72.29,人民团体规章：概念、体系和效力
1207,472,E1,72.29,权力挂起：行政组织法的新变式？
1208,623,E1,72.26,算法规制的谱系
1209,775,E1,72.26,论宪法上的一般人格权及其对民法的影响
1210,1100,E1,72.26,非法证据排除规则的中国范式——基于1459个刑事案例的分析
1211,767,E1,72.22,论国际航空私法条约适用的强制性
1212,1482,E1,72.21,我国集体土地征收制度的构建
1213,911,E1,72.19,高等学校“非升即走”聘用合同法律性质及其制度法治逻辑
1214,1780,E1,72.19,财政补助社会保险的法学透析：以二元分立为视角
1215,234,E1,72.06,刑事陪审中法律问题与事实问题的区分
1216,1205,E1,72.03,以鉴代侦：电子数据司法鉴定的扩张趋势及其制度回应
1217,1823,E1,72.01,陕西紫阳诉讼档案中的清代土地交易规范及其私法理念
1218,1628,E1,72.0,清律“家人共盗”的法思想源流
1219,697,E1,71.99,行政违法行为被犯罪化处理的程序控制
1220,1286,E1,71.99,农民集体成员的集体资产股份权
1221,736,E1,71.97,论企业合规程序出罪
1222,1304,E1,71.93,刑事辩护率：差异化及其经济因素分析
1223,1653,E1,71.85,监听侦查的法治实践：美国经验与中国路径
1224,1235,E1,71.84,修复生态环境责任的实证解析
1225,283,E1,71.81,商标本质基础观念的重构
1226,1240,E1,71.72,债法总则消亡史
1227,556,E1,71.69,法理概念的义项、构造与功能:基于120108份裁判文书的分析
1228,713,E1,71.65,论“量化评价类”规制工具
1229,1744,E1,71.65,认罪认罚从宽中的特殊不起诉
1230,141,E1,71.63,从合理原则走向统一的比例原则
1231,1896,E1,71.63,论网络聚合犯罪的刑法规制
1232,1053,E1,71.6,著作权法中的公众使用权
1233,1785,E1,71.6,起诉条件前置审理论
1234,843,E1,71.56,论行政决定保全
1235,427,E1,71.46,数字人权原则司法适用的逻辑展开
1236,35,E1,71.44,“社会主义公共财产”的宪法定位:“合理利用”的规范内涵
1237,553,E1,71.44,法治语境下极端主义犯罪治理定量研究
1238,993,E1,71.43,多边贸易、市场规则与技术标准定价
1239,1146,E1,71.43,中国宪法体制中民主集中制的统合作用
1240,1316,E1,71.37,判例自发性运用现象的生成与效应
1241,400,E1,71.35,我国行政给付义务类型化及其法律拘束
1242,1344,E1,71.35,司法鉴定管理体制改革的方向与逻辑
1243,343,E1,71.32,宪法个案解释基准的证成逻辑及其法律控制
1244,870,E1,71.28,责任保险中的连带责任承担问题——以机动车商业三责险条款为分析样本
1245,349,E1,71.26,对我国民事诉判关系的再思考
1246,547,E1,71.26,法律议论的社会科学研究新范式
1247,907,E1,71.26,预防性刑法观及其教义学思考
1248,1157,E1,71.26,中国法律语境中的国家政策概念
1249,203,E1,70.97,共享经济财产容他权研究
1250,660,E1,70.93,股权转让合同解除权的司法判断与法理研究
1251,1153,E1,70.93,中国民法典总则与分则之间的统辖遵从关系
1252,584,E1,70.91,生态环境犯罪中的拟制财产权
1253,1050,E1,70.91,网络空间安全立法的双重基础
1254,227,E1,70.9,"刑事诉讼中的""人"":一种主体性研究"
1255,1140,E1,70.88,中国刑事印证理论批判
1256,293,E1,70.85,国际商事仲裁强制性规定适用问题研究
1257,1151,E1+E2,70.82,中国政法体制的规范性原理
1258,440,E1,70.81,数字金融公平价值的实现路径研究
1259,200,E1,70.78,公序良俗在我国的司法适用研究
1260,191,E1,70.76,公共服务供给权责配置研究
1261,326,E1,70.74,大规模侵害个人信息高额罚款研究
1262,693,E1,70.71,行政诉讼司法建议的功能扩张及省思
1263,458,E1,70.69,新时代发展权救济的法理审思
1264,1339,E1,70.65,司法人工智能的重塑效应及其限度
1265,396,E1,70.63,我国继承法自主知识体系的守正与创新
1266,485,E1,70.63,死刑替代措施：一个需要警惕的刑法概念
1267,889,E1,70.63,退休年龄的法理分析及制度安排
1268,1495,E1,70.6,拼图抑或印证：中国刑事法官事实认定的实践检视
1269,1070,E1,70.49,论刑事庭审实质化
1270,449,E1,70.44,文明转型中权利概念的历史场域与理论范式
1271,656,E1,70.41,股东优先购买权“穿透效力”的适用与限制
1272,1629,E1,70.4,清末《新民丛报》与《民报》论战中的“国民”议题
1273,52,E1,70.35,上市公司私有化的监管逻辑与路径选择
1274,178,E1,70.34,免罚清单的实证与法理
1275,195,E1,70.34,公司解散纠纷的司法实践和裁判规则改进
1276,1325,E1,70.25,劳动者社交媒体言论自由及其限制
1277,297,E1,70.21,国际海上班轮货物运输合同中强制性规则的适当性
1278,508,E1,70.04,民法典时代的法治政府建设转型
1279,401,E1,70.01,我国证券集体诉讼的制度创制与初步实践研究
1280,1117,E1,69.99,《新加坡调解公约》在中国的批准与实施
1281,1249,E1,69.96,全球知识产权治理博弈的深层话语构造:中国范式和中国路径
1282,872,E1,69.82,质疑法定资本制之改革
1283,611,E1,69.81,税收法定视域中的地方税收立法权
1284,80,E1,69.74,中国反腐败立法的战略转型及其体系化构建
1285,265,E1,69.72,司法改革试点再认识：与实验研究方法的比较与启示
1286,524,E1,69.68,气候共同体责任分担的法理
1287,1414,E1,69.68,夫妻财产制与财产法规则的冲突与协调
1288,603,E1,69.66,社会诚信机制基层运用的实践逻辑
1289,665,E1,69.66,舆论场内的司法自洽性研究：以李昌奎案的模拟实验分析为介质
1290,474,E1,69.62,构建认定行政违法前置的行政犯追诉启动模式
1291,711,E1,69.54,论“唯庭审主义”之辩护模式
1292,1905,E1,69.51,中央授权地方改革的法治模式
1293,358,E1,69.49,平台组织内网络企业对个人信息保护的信义义务
1294,1338,E1,69.49,司法“去地方化”改革反思
1295,232,E1,69.4,刑事诉讼数据处理的全流程监管
1296,1355,E1,69.38,唐律中的“余条准此”考辨
1297,904,E1,69.34,集体经营性建设用地“同等入市”的法制革新
1298,1005,E1,69.29,数字平台的反垄断监管
1299,1292,E1,69.21,刑事司法公平正义感受的主观程序正义框架与测度——以2015
1300,755,E1,69.19,论刑事诉讼法的法典化
1301,1462,E1,69.18,当代中国法治共识的形成及法治再启蒙
1302,1069,E1,69.15,论公安侦查权与行政权的衔接
1303,478,E1,69.13,检察官办案责任制相关问题研究
1304,562,E1,69.13,滥用市场支配地位理论的司法考量
1305,1358,E1,69.13,商标法法律事实确定的语境论方法
1306,1648,E1,69.1,电子证据的关联性
1307,1197,E1,69.04,从税收法定到税收法治的实践进阶——以进一步落实税收法定原则为中心
1308,381,E1,68.91,我国成文法体制下不同属性判例的功能定位
1309,1469,E1,68.9,我国刑事诉讼中的检察院证明责任减轻制度
1310,405,E1,68.88,我国逮捕制度改革检讨
1311,1646,E1,68.87,电子数据在刑事证据体系中的定位与审查判断规则
1312,7,E1,68.84,“一带一路”建设与公司准据法的确定
1313,197,E1,68.82,公司软法定位及其与公司法的衔接
1314,337,E1,68.79,定罪与量刑证明一分为二论
1315,161,E1,68.78,依法治国语境下检察机关的性质与职权
1316,1425,E1,68.78,宋代故事:一种遵循先例制度的考察
1317,1443,E1,68.78,家庭法与民法知识谱系的分立
1318,642,E1,68.76,网络借贷平台法律监管研究
1319,1257,E1,68.76,公共性视角下的互联网平台反垄断规制
1320,1641,E1,68.76,环境责任保险与环境风险控制的法律体系建构
1321,585,E1,68.75,生成式人工智能训练语料的个人信息保护研究
1322,173,E1,68.71,健康权的规范构造
1323,1066,E1,68.66,论人权普遍性的相对性
1324,895,E1,68.6,酌定不起诉制度的再考查
1325,1040,E1,68.53,科学不确定性背景下的环境正义——基于转基因生物安全问题的讨论
1326,704,E1,68.44,认罪认罚从宽制度的若干争议问题
1327,25,E1,68.43,“技术—组织”互动论视角下的中国智慧司法
1328,572,E1,68.43,环境民事公私益诉讼并行审理的困境与出路
1329,1116,E1,68.43,《巴黎协定》下国家自主贡献的双重义务模式
1330,369,E1,68.41,我国《证券法》上证券概念的扩大及其边界
1331,11,E1,68.35,“以刑制罪”视阈下财产罪保护法益的再认识
1332,673,E1,68.34,行政判决中比例原则的适用
1333,1497,E1,68.32,援引法定刑的刑法解释——以马乐利用未公开信息交易案为例
1334,549,E1,68.31,法律适用中理由和观点的关系:局外观察视角
1335,595,E1,68.29,知道规则的内在逻辑与科学分类
1336,352,E1,68.28,寻衅滋事罪的法教义学形象：以起哄闹事为中心展开
1337,841,E1,68.26,论网络法权构建中的主体性原则
1338,592,E1,68.22,相对集中行政处罚权改革研究
1339,1659,E1,68.21,知识产权国际博弈与中国话语的价值取向
1340,210,E1,68.1,再论辩护律师向犯罪嫌疑人、被告人核实证据
1341,1851,E1,68.07,论电子证据体系原理
1342,447,E1,67.94,整体主义视角下公司法的理念调适与体系重塑
1343,1868,E1,67.94,人工智能综合性立法及其实现
1344,1033,E1,67.91,知识产权法域外适用的制度构造
1345,740,E1,67.88,论全球治理体系中的国内法院
1346,45,E1,67.85,《刑事诉讼法》再修改之证据制度完善
1347,1597,E1,67.84,法律继受中的“制度器物化”批判——以近代中国司法制度设计思路为中心
1348,360,E1,67.79,应对灵活用工的劳动法制度重构
1349,873,E1,67.75,贪污受贿犯罪定罪量刑标准问题研究
1350,1573,E1,67.71,民法典总则编“法律行为”一章学者建议稿的编写说明
1351,745,E1,67.69,论公司法的宪法基础
1352,509,E1,67.63,民法典的编纂与商事立法
1353,621,E1,67.57,简牍所见秦县少吏研究
1354,130,E1,67.54,互联网金融风险规制路径
1355,978,E1,67.47,商法一般条款的类型化适用
1356,1565,E1,67.46,民众对司法判决的认同与信赖——基于认知实验的研究
1357,1512,E1,67.4,数字证据及其阶梯式分类审查机制
