pid,rank,title,author,journal,year,category,weighted_score,weighted_std,source,e2_override,e3_merged,round1_avg_std,round2_avg_std,std_improvement,round1_max_std,round2_max_std,dimensions_converged,total_dimensions,round1_err_category,top30,top60,top101_e2_candidate,top101_rank,top101_score,top101_weighted_std,top101_source,top101_reason,top50_proportional,top50_rank,top50_score,top50_weighted_std,problem_originality_avg,problem_originality_std,problem_originality_method,literature_insight_avg,literature_insight_std,literature_insight_method,analytical_framework_avg,analytical_framework_std,analytical_framework_method,logical_coherence_avg,logical_coherence_std,logical_coherence_method,conclusion_consensus_avg,conclusion_consensus_std,conclusion_consensus_method,forward_extension_avg,forward_extension_std,forward_extension_method
834,782,论类案的结构性相似特征及其运用,杨知文[1],中国法学,2023,法学理论,78.9,8.08,E1,False,,12.5,6.78,5.72,24.8,12.8,4,6,,0,0,0,,,,,,0,,,,63.5,12.77,mean(4),81.5,6.19,mean(4),75.75,10.9,mean(4),89,4.62,mean(4),86.25,2.87,mean(4),75.5,3.32,mean(4)
27,783,“无效行政行为”制度的追溯与认定标准的完善,胡建淼[1],中国法学,2022,宪法学与行政法学,78.88,3.64,E1,False,,13.3,3.82,9.48,24.9,6.9,6,6,1-empty-status,0,0,0,,,,,,0,,,,70.75,3.4,mean(4),81.5,4.04,mean(4),70.5,5.0,mean(4),82,3.56,mean(4),88,0.0,mean(4),74.75,6.9,mean(4)
421,784,政府信息公开的宪法逻辑,秦小建,中国法学,2016,宪法学与行政法学,78.87,14.46,E1,False,,17.93,11.15,6.78,34.0,30.7,4,6,1-empty-status,0,0,0,,,,,,0,,,,72.75,20.53,mean(4),64.5,30.65,mean(4),77.75,7.04,mean(4),90.5,4.2,mean(4),87.5,1.0,mean(4),76.25,3.5,mean(4)
502,785,民刑关系问题重述：基于义务违反的视角,时延安[1],中国法学,2023,刑法学,78.82,15.74,E1,False,,18.22,13.0,5.22,31.9,28.5,4,6,,0,0,0,,,,,,0,,,,67.5,28.48,mean(4),86.75,5.25,mean(4),63,26.19,mean(4),87,6.22,mean(4),83.25,7.63,mean(4),69,4.24,mean(4)
662,786,脑机接口技术发展中的人格权益保护,张红[1],中国法学,2025,民商法学,78.82,10.34,E1,False,,14.5,7.72,6.78,25.3,23.5,4,6,,0,0,0,,,,,,0,,,,63,23.51,mean(4),78.5,3.32,mean(4),75,8.52,mean(4),84.5,4.43,mean(4),85.25,2.5,mean(4),80,4.08,mean(4)
1819,787,间接正犯概念之否定——单一正犯体系的视角,刘明祥[1],法学研究,2015,刑法学,78.82,6.32,E1,False,,13.2,7.33,5.87,27.5,16.8,4,6,,0,0,0,,,,,,0,,,,75.75,4.92,mean(4),82.25,3.1,mean(4),58.5,16.82,mean(4),86.75,3.5,mean(4),79,4.24,mean(4),45,11.55,mean(4)
1184,788,互联网平台处罚权的法律规制,刘权[1],法学研究,2025,宪法学与行政法学,78.81,6.15,E1,False,,14.55,6.52,8.03,25.1,11.5,3,6,,0,0,0,,,,,,0,,,,65.75,9.95,mean(4),78.75,2.5,mean(4),76.75,4.27,mean(4),87.25,2.22,mean(4),79.25,11.5,mean(4),74.25,8.66,mean(4)
1214,789,依法律行政原理的移植与嬗变,王贵松[1],法学研究,2015,宪法学与行政法学,78.79,8.8,E1,False,,18.97,9.55,9.42,33.0,17.3,2,6,,0,0,0,,,,,,0,,,,78.75,6.24,mean(4),74.25,8.66,mean(4),60,17.32,mean(4),84.75,4.99,mean(4),75.5,11.93,mean(4),75,8.16,mean(4)
831,790,论社会信用法的立法模式选择,王伟,中国法学,2021,法学理论,78.78,7.05,E1,False,,15.07,5.95,9.12,27.4,11.5,5,6,,0,0,0,,,,,,0,,,,73,11.49,mean(4),74,6.16,mean(4),73.75,7.68,mean(4),83.25,3.5,mean(4),83.25,3.5,mean(4),72.5,3.32,mean(4)
250,791,单边制裁是否具有合法性：一个框架性分析,张辉[1],中国法学,2022,国际法学,78.76,10.63,E1,False,,16.28,8.88,7.4,41.7,35.6,5,6,,0,0,0,,,,,,0,,,,75.5,6.66,mean(4),57.25,35.58,mean(4),74,4.9,mean(4),87.5,2.89,mean(4),85,0.82,mean(4),83,2.45,mean(4)
282,792,商标使用地域性原理的理解立场及适用逻辑,黄汇[1],中国法学,2019,知识产权法学,78.76,8.35,E1,False,,14.43,5.93,8.5,23.2,18.0,4,6,,0,0,0,,,,,,0,,,,68.5,17.97,mean(4),81.25,4.35,mean(4),73,8.08,mean(4),83.25,3.5,mean(4),83.5,1.73,mean(4),75,0.0,mean(4)
777,793,论平台经济反垄断与监管的二元分治,周汉华[1],中国法学,2023,经济法学,78.76,10.94,E1,False,,15.13,8.42,6.72,27.4,20.3,3,6,,0,0,0,,,,,,0,,,,62.25,20.27,mean(4),76.75,12.58,mean(4),81.5,9.15,mean(4),82.25,2.06,mean(4),85,4.76,mean(4),82,1.63,mean(4)
1289,794,分段审查抑或归口审查：羁押必要性审查的改革逻辑,林喜芬[1],法学研究,2015,环境与资源保护法学,78.76,10.41,E1,False,,14.75,7.73,7.02,28.3,25.4,4,6,,0,0,0,,,,,,0,,,,67.75,25.38,mean(4),77,3.46,mean(4),84.5,8.54,mean(4),80,1.63,mean(4),85,2.45,mean(4),70.5,5.0,mean(4)
1778,795,貌离神合：家庭财产法对传统家观念的呈现,汪洋[1],法学研究,2023,民商法学,78.76,7.92,E1,False,,17.85,7.55,10.3,32.6,14.3,4,6,,0,0,0,,,,,,0,,,,75.25,5.25,mean(4),74.25,13.5,mean(4),70.5,14.27,mean(4),82,4.9,mean(4),82.25,3.1,mean(4),71,4.24,mean(4)
668,796,虚拟财产的刑法属性及其保护路径,陈兴良,中国法学,2017,刑法学,78.75,12.68,E1,False,,18.93,10.83,8.1,25.9,23.0,3,6,,0,0,0,,,,,,0,,,,71.25,23.0,mean(4),92,5.35,mean(4),61.75,12.55,mean(4),81,7.39,mean(4),80,10.3,mean(4),53.75,6.29,mean(4)
689,797,行政许可承诺制:程序再造与规制创新,卢超[1],中国法学,2021,宪法学与行政法学,78.74,6.03,E1,False,,10.78,4.8,5.98,20.3,11.4,4,6,,0,0,0,,,,,,0,,,,70.75,11.35,mean(4),84,2.71,mean(4),51,8.72,mean(4),85,2.45,mean(4),87.75,2.06,mean(4),82.75,1.5,mean(4)
1182,798,买卖合同之规定准用于其他有偿合同,易军,法学研究,2016,民商法学,78.71,11.18,E1,False,,18.8,9.42,9.38,34.3,19.4,3,6,,0,0,0,,,,,,0,,,,69.25,19.45,mean(4),75,10.13,mean(4),74.5,13.08,mean(4),87,3.46,mean(4),81.75,2.87,mean(4),69.5,7.55,mean(4)
1665,799,确认之诉的限缩及其路径,刘哲玮,法学研究,2018,诉讼法学,78.71,8.85,E1,False,,18.67,9.68,8.98,27.6,17.0,3,6,,0,0,0,,,,,,0,,,,71.67,9.07,mean(3),81,7.81,mean(3),63.33,14.05,mean(3),85.75,5.91,mean(4),86.75,4.27,mean(4),63.25,17.0,mean(4)
659,800,股权让与担保纠纷裁判逻辑的实证研究,蔡立东[1],中国法学,2018,民商法学,78.68,9.33,E1,False,,16.58,8.68,7.9,29.5,21.6,4,6,,0,0,0,,,,,,0,,,,72,11.75,mean(4),78.5,4.51,mean(4),66.5,21.61,mean(4),85.25,5.25,mean(4),82,3.27,mean(4),65,5.72,mean(4)
1581,801,民法总则与公司法的适用关系论,钱玉林[1],法学研究,2018,民商法学,78.63,6.88,E1,False,,13.5,6.3,7.2,23.5,14.6,4,6,,0,0,0,,,,,,0,,,,66.25,14.57,mean(4),82,4.32,mean(4),74.75,3.77,mean(4),84,1.41,mean(4),88,2.16,mean(4),72,11.52,mean(4)
829,802,论生态损害救济的模式选择,刘静[1],中国法学,2019,环境与资源保护法学,78.6,7.76,E1,False,,13.48,6.62,6.87,22.9,14.4,4,6,,0,0,0,,,,,,0,,,,71,13.83,mean(4),82.5,1.0,mean(4),63.75,14.36,mean(4),84.5,3.0,mean(4),82.5,5.57,mean(4),79.5,1.91,mean(4)
807,803,论检察指令权的实体规制,杜磊,中国法学,2016,诉讼法学,78.59,6.72,E1,False,,15.68,6.2,9.48,21.3,10.8,5,6,,0,0,0,,,,,,0,,,,78.75,6.99,mean(4),64.25,10.75,mean(4),72.5,5.57,mean(4),84.5,5.51,mean(4),85.25,2.5,mean(4),70,5.77,mean(4)
1540,804,有组织犯罪案件分案审理问题研究,龙宗智,法学研究,2021,刑法学,78.56,6.17,E1,False,,16.35,5.85,10.5,24.7,12.0,5,6,,0,0,0,,,,,,0,,,,80.75,3.95,mean(4),62.5,12.01,mean(4),77,6.22,mean(4),79.75,4.65,mean(4),86.5,5.97,mean(4),77,2.45,mean(4)
1611,805,法理论:历史形成、学科属性及其中国化,雷磊[1],法学研究,2020,法学理论,78.54,7.07,E1,False,,14.53,6.48,8.05,28.6,12.5,5,6,,0,0,0,,,,,,0,,,,71.25,7.89,mean(4),79.5,8.02,mean(4),58.25,12.47,mean(4),82.5,3.32,mean(4),83.25,4.19,mean(4),80.75,2.99,mean(4)
38,806,“裁执一体化”财产保全的逻辑与改革,刘君博,中国法学,2017,诉讼法学,78.51,7.35,E1,False,,12.67,5.53,7.13,23.6,14.6,5,6,,0,0,0,,,,,,0,,,,64.5,14.62,mean(4),73.75,6.75,mean(4),88.25,2.87,mean(4),84.25,4.35,mean(4),86.5,1.73,mean(4),78.25,2.87,mean(4)
251,807,印证的证明原理与理论塑造,栗峥[1],中国法学,2019,诉讼法学,78.51,9.67,E1,False,,18.45,9.73,8.72,28.0,19.8,4,6,,0,0,0,,,,,,0,,,,70.5,15.95,mean(4),86.25,5.56,mean(4),78.25,5.68,mean(4),70.25,7.93,mean(4),87,3.46,mean(4),64,19.78,mean(4)
533,808,法律价值的系统论格局,陈征楠[1],中国法学,2022,法学理论,78.51,13.81,E1,False,,17.15,12.4,4.75,30.2,25.8,1,6,5-boundary-only,0,0,0,,,,,,0,,,,72.5,18.56,mean(4),67.75,25.77,mean(4),84.25,8.66,mean(4),85.5,2.08,mean(4),79.25,8.3,mean(4),45.25,10.87,mean(4)
686,809,行政犯“行刑衔接”困境破解：从分离式到联动式,谢小剑[1],中国法学,2024,刑法学,78.5,8.32,E1,False,,14.9,7.28,7.62,22.3,15.7,3,6,,0,0,0,,,,,,0,,,,72.5,9.0,mean(4),75.25,15.73,mean(4),69.5,10.75,mean(4),84.75,2.5,mean(4),86,1.41,mean(4),76.75,4.27,mean(4)
737,810,论企业名称的竞争法保护——最高人民法院第29号指导案例研究,李友根[1],中国法学,2015,民商法学,78.5,6.3,E1,False,,15.22,5.77,9.45,22.3,8.1,5,6,,0,0,0,,,,,,0,,,,76.25,8.1,mean(4),74,7.83,mean(4),65,7.26,mean(4),83.75,3.5,mean(4),85,2.45,mean(4),66.75,5.5,mean(4)
558,811,注册商标三年不使用撤销制度体系化解读,张玉敏,中国法学,2015,知识产权法学,78.49,10.49,E1,False,,13.67,7.47,6.2,27.9,22.6,4,6,,0,0,0,,,,,,0,,,,65.25,22.56,mean(4),69.5,9.81,mean(4),83.25,5.68,mean(4),82.5,3.32,mean(4),85.75,1.5,mean(4),80.5,1.91,mean(4)
1561,812,民事证明责任分配之解释基准——以物权法第106条为分析文本,徐涤宇,法学研究,2016,民商法学,78.49,5.81,E1,False,,14.95,6.43,8.52,23.6,12.7,5,6,,0,0,0,,,,,,0,,,,72.75,7.37,mean(4),79.25,3.95,mean(4),79.25,5.38,mean(4),77.25,4.57,mean(4),82.75,4.57,mean(4),52.75,12.69,mean(4)
1591,813,法官个体本位抑或法院整体本位——我国法院建构与运行的基本模式选择,顾培东[1],法学研究,2019,诉讼法学,78.49,5.27,E1,False,,11.42,5.52,5.9,22.2,8.7,5,6,,0,0,0,,,,,,0,,,,74,7.12,mean(4),78.75,2.99,mean(4),67.75,6.75,mean(4),80.25,3.3,mean(4),84,4.24,mean(4),74.5,8.7,mean(4)
1790,814,转基因作物基因污染受害者的请求权,阙占文,法学研究,2015,环境与资源保护法学,78.49,8.74,E1,False,,15.72,6.85,8.87,24.6,16.7,5,6,,0,0,0,,,,,,0,,,,63.75,16.7,mean(4),82.75,7.8,mean(4),77.25,4.57,mean(4),84.5,4.43,mean(4),91.25,4.35,mean(4),64.5,3.32,mean(4)
971,815,口供治理与中国刑事司法裁判,"李训虎[1,2]",中国社会科学,2015,诉讼法学,78.47,7.22,E1,False,,14.25,6.33,7.92,22.2,12.0,4,6,,0,0,0,,,,,,0,,,,72.5,12.01,mean(4),83.5,4.2,mean(4),57,10.89,mean(4),85.75,2.87,mean(4),78.25,3.3,mean(4),78.25,4.72,mean(4)
503,816,民法典人格利益合理使用一般条款研究,姜战军[1],中国法学,2023,诉讼法学,78.44,6.58,E1,False,,15.23,5.78,9.45,22.4,9.7,5,6,,0,0,0,,,,,,0,,,,72.5,9.71,mean(4),68.25,4.72,mean(4),78.5,7.42,mean(4),84.75,5.74,mean(4),87.75,2.06,mean(4),63.75,5.06,mean(4)
823,817,论涉案企业合规的全流程从宽,"李奋飞[1,2]",中国法学,2023,刑法学,78.43,6.68,E1,False,,14.15,6.67,7.48,29.5,18.8,5,6,,0,0,0,,,,,,0,,,,77,5.03,mean(4),79,6.0,mean(4),63.75,18.77,mean(4),78.25,2.87,mean(4),80,4.4,mean(4),78.25,2.87,mean(4)
192,818,公司利益范式下的董事义务改革,傅穹[1],中国法学,2022,民商法学,78.38,7.6,E1,False,,13.73,6.53,7.2,21.2,13.2,5,6,,0,0,0,,,,,,0,,,,59,13.22,mean(4),83,1.41,mean(4),74.5,7.59,mean(4),84.5,6.61,mean(4),81.25,7.5,mean(4),80.5,2.89,mean(4)
1265,819,公司治理中的控股股东及其法律规制,赵旭东[1],法学研究,2020,民商法学,78.38,8.14,E1,False,,13.37,6.3,7.07,23.2,18.0,4,6,,0,0,0,,,,,,0,,,,60.75,18.03,mean(4),85.25,0.5,mean(4),68,8.16,mean(4),84.5,4.51,mean(4),82.75,3.59,mean(4),81.25,2.99,mean(4)
746,820,论公开的个人信息处理的法律规制,程啸[1],中国法学,2022,民商法学,78.37,9.21,E1,False,,17.72,9.45,8.27,25.0,23.2,3,6,,0,0,0,,,,,,0,,,,72.25,2.06,mean(4),72.25,23.21,mean(4),69.25,14.77,mean(4),87.75,2.63,mean(4),80.25,10.18,mean(4),77.75,3.77,mean(4)
778,821,论应诉管辖制度的司法嬗变及其规则构建,黄忠顺,中国法学,2016,诉讼法学,78.37,12.54,E1,False,,15.72,9.18,6.53,33.6,32.2,4,6,,0,0,0,,,,,,0,,,,68.25,32.21,mean(4),74.75,4.72,mean(4),78.25,2.87,mean(4),84.5,1.73,mean(4),78.25,9.43,mean(4),76.25,4.19,mean(4)
1873,822,全国统一大市场的监管权配置研究,宋亚辉[1],中国法学,2025,经济法学,78.37,10.06,E1,False,,15.35,7.78,7.57,30.5,22.0,5,6,,0,0,0,,,,,,0,,,,67.25,22.01,mean(4),82.5,5.57,mean(4),71.25,6.5,mean(4),83.5,3.7,mean(4),83.25,3.77,mean(4),72.25,5.06,mean(4)
782,823,论必要性原则的客观化,刘权,中国法学,2016,宪法学与行政法学,78.35,10.1,E1,False,,16.97,7.47,9.5,30.8,24.7,5,6,,0,0,0,,,,,,0,,,,62,24.73,mean(4),82,6.68,mean(4),81.67,2.89,mean(3),84,1.41,mean(4),83.25,3.5,mean(4),77,5.6,mean(4)
154,824,优先购买权中转让人的利益失衡与校正,"梁上上[1,2]",中国法学,2024,民商法学,78.29,10.06,E1,False,,13.78,9.6,4.18,28.3,23.5,4,6,,0,0,0,,,,,,0,,,,78.25,6.24,mean(4),65.25,23.54,mean(4),66.5,14.93,mean(4),87.5,3.32,mean(4),86.5,1.73,mean(4),67,8.04,mean(4)
771,825,论垄断行为的竞合,侯利阳[1],中国法学,2024,刑法学,78.29,10.28,E1,False,,14.47,8.37,6.1,24.0,16.7,3,6,,0,0,0,,,,,,0,,,,66.75,16.7,mean(4),78.25,9.43,mean(4),73.5,14.46,mean(4),86.5,3.7,mean(4),83.25,3.5,mean(4),65,2.45,mean(4)
1835,826,风险预防原则的结构化阐释,苏宇,法学研究,2021,诉讼法学,78.29,8.92,E1,False,,12.07,6.95,5.12,19.6,18.9,4,6,,0,0,0,,,,,,0,,,,55.75,18.86,mean(4),85.75,5.91,mean(4),86.5,8.35,mean(4),85.75,1.5,mean(4),83.25,3.5,mean(4),78,3.56,mean(4)
43,827,“预防性”反恐刑事立法思考,何荣功,中国法学,2016,刑法学,78.28,5.87,E1,False,,15.08,5.52,9.57,30.1,15.6,5,6,1-empty-status,0,0,0,,,,,,0,,,,77.75,6.75,mean(4),85.75,1.5,mean(4),55.75,15.56,mean(4),75.75,4.35,mean(4),80.5,1.91,mean(4),78.75,2.99,mean(4)
564,828,物权编对四种他物权制度的完善和发展,"崔建远[1,2]",中国法学,2020,民商法学,78.26,8.71,E1,False,,21.28,8.47,12.82,32.5,17.3,4,6,,0,0,0,,,,,,0,,,,79.25,7.18,mean(4),78,14.79,mean(4),53,17.3,mean(4),83.25,1.5,mean(4),81.5,4.04,mean(4),73,6.0,mean(4)
1343,829,司法解释性质文件备案审查的困局与出路,聂友伦[1],法学研究,2024,宪法学与行政法学,78.22,7.85,E1,False,,14.82,6.45,8.37,22.9,17.3,5,6,,0,0,0,,,,,,0,,,,79.25,7.18,mean(4),64.5,17.25,mean(4),67.75,7.59,mean(4),85.5,5.0,mean(4),85.5,0.58,mean(4),78.5,1.0,mean(4)
1771,830,证明责任制度本质重述,胡学军[1],法学研究,2020,诉讼法学,78.21,9.46,E1,False,,16.08,8.6,7.48,28.0,15.8,3,6,,0,0,0,,,,,,0,,,,74,11.46,mean(4),75.75,14.22,mean(4),65.5,15.78,mean(4),83.75,1.5,mean(4),85.75,1.5,mean(4),72.25,7.14,mean(4)
505,831,民法典制定中的国家与国库问题研究,袁治杰,中国法学,2017,民商法学,78.19,7.04,E1,False,,18.57,7.53,11.03,32.5,20.1,5,6,,0,0,0,,,,,,0,,,,78,2.0,mean(3),75.5,6.61,mean(4),59.75,20.11,mean(4),82.25,7.04,mean(4),80,4.4,mean(4),69.25,5.06,mean(4)
1699,832,自然资源国家所有权公权说再论,巩固[1],法学研究,2015,环境与资源保护法学,78.18,12.39,E1,False,,21.95,10.37,11.58,34.9,27.0,3,6,,0,0,0,,,,,,0,,,,64.5,27.01,mean(4),77.75,8.58,mean(4),79,5.29,mean(4),85.75,2.87,mean(4),79.25,5.62,mean(4),68,12.75,mean(4)
63,833,个人信息处理者过错推定责任研究,王道发[1],中国法学,2022,民商法学,78.16,13.29,E1,False,,17.03,11.0,6.03,30.2,22.9,3,6,,0,0,0,,,,,,0,,,,68.75,22.87,mean(4),78.5,9.0,mean(4),67.75,20.73,mean(4),87,5.03,mean(4),86.5,1.73,mean(4),60,6.73,mean(4)
142,834,从同一性到相似性：法律解释的结构转向与体系重构,陈辉[1],中国法学,2024,法学理论,78.12,10.46,E1,False,,14.73,8.48,6.25,21.3,18.8,3,6,,0,0,0,,,,,,0,,,,73.75,15.2,mean(4),68,18.76,mean(4),76.5,1.73,mean(4),83.25,4.27,mean(4),75.5,9.88,mean(4),78.5,1.0,mean(4)
1211,835,作为个人信息跨境传输监管工具的标准合同条款,金晶[1],法学研究,2022,民商法学,78.12,11.25,E1,False,,17.17,9.35,7.82,31.6,24.7,4,6,,0,0,0,,,,,,0,,,,70,20.2,mean(4),83,3.92,mean(4),62,24.73,mean(4),84.75,1.26,mean(4),79.5,3.0,mean(4),78.75,2.99,mean(4)
1437,836,宪法教义学反思：一个社会系统理论的视角,李.忠夏[1],法学研究,2015,宪法学与行政法学,78.07,8.45,E1,False,,15.13,6.2,8.93,24.1,20.1,4,6,,0,0,0,,,,,,0,,,,69.5,20.11,mean(4),84,1.41,mean(4),67.75,8.5,mean(4),80,2.83,mean(4),84,1.41,mean(4),69.25,2.99,mean(4)
581,837,生前赠与在继承中的效力问题研究,李永军[1],中国法学,2023,民商法学,78.04,4.93,E1,False,,13.77,4.93,8.83,24.6,8.9,5,6,,0,0,0,,,,,,0,,,,76.75,6.99,mean(4),72.5,7.14,mean(4),67.75,2.06,mean(4),80.5,1.91,mean(4),85.5,2.65,mean(4),76.75,8.88,mean(4)
1800,838,违约金担保功能的异化与回归——以对违约金类型的考察为中心,韩强[1],法学研究,2015,民商法学,78.04,8.89,E1,False,,16.87,6.85,10.02,31.0,18.0,5,6,,0,0,0,,,,,,0,,,,64.5,18.01,mean(4),79.25,5.62,mean(4),79.25,5.62,mean(4),83.5,5.0,mean(4),82.75,3.59,mean(4),77.5,3.32,mean(4)
20,839,“契约＋非要式＋任意撤销权”：赠与的理论模式与规范分析,李永军,中国法学,2018,民商法学,78.03,9.22,E1,False,,15.88,8.13,7.75,23.3,16.2,3,6,,0,0,0,,,,,,0,,,,61.75,16.17,mean(4),81.25,6.4,mean(4),85,8.87,mean(4),85.5,5.0,mean(4),85.75,2.87,mean(4),55.75,9.43,mean(4)
576,840,环境法学核心范畴之重构：环境法的法权结构论,史玉成,中国法学,2016,环境与资源保护法学,78.01,6.31,E1,False,,12.32,4.8,7.52,18.7,12.0,5,6,,0,0,0,,,,,,0,,,,67.25,12.04,mean(4),79.5,7.14,mean(4),73.25,4.27,mean(4),83.5,1.73,mean(4),81,2.0,mean(4),66.5,1.73,mean(4)
1655,841,直接适用的法与相关制度的体系平衡,张春良[1],法学研究,2018,民商法学,78.01,9.3,E1,False,,13.0,6.85,6.15,24.1,23.5,5,6,,0,0,0,,,,,,0,,,,70,23.51,mean(4),78.25,2.87,mean(4),73.75,3.5,mean(4),80.25,3.3,mean(4),84.5,1.73,mean(4),76.75,6.18,mean(4)
1020,842,法治视野下的司法预算模式建构,朱大旗;李帅,中国社会科学,2016,宪法学与行政法学,77.96,5.08,E1,False,,14.98,4.28,10.7,25.0,8.3,5,6,,0,0,0,,,,,,0,,,,70.25,8.34,mean(4),84.5,4.2,mean(4),62.25,5.06,mean(4),82,2.94,mean(4),87,2.45,mean(4),68,2.83,mean(4)
303,843,地方政府双重负责的宪法内涵,于文豪[1],中国法学,2021,宪法学与行政法学,77.94,11.19,E1,False,,14.15,7.65,6.5,29.2,26.5,5,6,,0,0,0,,,,,,0,,,,69.5,26.54,mean(4),70.25,5.91,mean(4),79,6.63,mean(4),84.75,4.72,mean(4),88,0.0,mean(4),78,2.16,mean(4)
672,844,行政决策终身责任追究制的法律难题及其解决,韩春晖,中国法学,2015,宪法学与行政法学,77.93,6.76,E1,False,,18.15,6.72,11.43,27.8,9.6,3,6,,0,0,0,,,,,,0,,,,70.5,8.23,mean(4),74.75,3.77,mean(4),77.25,8.3,mean(4),80,5.42,mean(4),75,9.63,mean(4),67.5,5.0,mean(4)
294,845,国际条约适用于国内无涉外因素的民事关系探析,万鄂湘[1];余晓汉[2],中国法学,2018,国际法学,77.9,8.82,E1,False,,17.58,8.58,9.0,31.0,20.7,3,6,,0,0,0,,,,,,0,,,,75.5,8.39,mean(4),81.75,2.87,mean(4),58.75,20.71,mean(4),79.25,9.6,mean(4),79.5,4.2,mean(4),73.25,5.68,mean(4)
430,846,数字化行政方式的权力正当性检视,展鹏贺[1],中国法学,2021,宪法学与行政法学,77.87,12.35,E1,False,,15.9,9.02,6.88,28.8,27.6,4,6,,0,0,0,,,,,,0,,,,71.25,27.61,mean(4),70.75,5.62,mean(4),71.75,12.47,mean(4),86.75,3.5,mean(4),85.25,2.5,mean(4),77,2.45,mean(4)
1312,847,刑法修正：维度、策略、评价与反思,梁根林,法学研究,2017,刑法学,77.87,10.35,E1,False,,14.35,7.93,6.42,31.8,19.3,4,6,,0,0,0,,,,,,0,,,,60,19.3,mean(4),84,4.24,mean(4),64.25,14.22,mean(4),87.5,6.4,mean(4),85.25,2.5,mean(4),80.5,1.0,mean(4)
1415,848,委托合同任意解除的损害赔偿,周江洪,法学研究,2017,民商法学,77.87,12.98,E1,False,,18.95,10.28,8.67,29.6,22.9,4,6,,0,0,0,,,,,,0,,,,73.25,19.12,mean(4),69,22.91,mean(4),75.75,7.41,mean(4),82.5,4.2,mean(4),78.5,6.03,mean(4),77.75,2.06,mean(4)
313,849,基于“相似性”本质的行政特许界定及其应用,翟翌,中国法学,2016,宪法学与行政法学,77.85,5.19,E1,False,,12.25,5.37,6.88,17.1,9.1,5,6,1-empty-status,0,0,0,,,,,,0,,,,63.75,7.68,mean(4),81.25,2.99,mean(4),84,6.16,mean(4),78.25,2.87,mean(4),77.5,3.32,mean(4),65.5,9.15,mean(4)
1072,850,论国家政策作为民法法源,张红,中国社会科学,2015,民商法学,77.84,7.35,E1,False,,14.02,6.42,7.6,23.2,13.0,4,6,,0,0,0,,,,,,0,,,,72,12.83,mean(4),80.75,2.87,mean(4),65.75,12.97,mean(4),80,2.31,mean(4),84.25,2.87,mean(4),70.75,4.57,mean(4)
1038,851,社会风险的刑法调控及其模式改造,"姜涛[1,2]",中国社会科学,2019,刑法学,77.82,7.89,E1,False,,13.58,6.58,7.0,25.7,14.3,4,6,,0,0,0,,,,,,0,,,,69.25,12.61,mean(4),84,4.24,mean(4),62.5,14.29,mean(4),83.25,3.5,mean(4),80.75,3.4,mean(4),74.25,1.5,mean(4)
1552,852,欺诈市场理论反思,耿利航,法学研究,2020,民商法学,77.82,10.78,E1,False,,14.93,8.98,5.95,24.2,21.0,4,6,,0,0,0,,,,,,0,,,,76.5,21.05,mean(4),74.75,4.72,mean(4),59,10.23,mean(4),84.25,5.19,mean(4),80.5,6.14,mean(4),74.5,6.66,mean(4)
947,853,从控制到利用：刑法数据治理的模式转换,于改之[1],中国社会科学,2022,刑法学,77.79,9.43,E1,False,,14.1,7.67,6.43,21.8,17.4,3,6,,0,0,0,,,,,,0,,,,59,17.38,mean(4),81.25,8.88,mean(4),81.5,8.23,mean(4),87,2.45,mean(4),85.25,5.25,mean(4),75.25,3.77,mean(4)
577,854,环境监管中的“规范执行偏离效应”研究,曹炜[1],中国法学,2018,诉讼法学,77.75,5.03,E1,False,,11.08,4.57,6.52,21.0,8.5,5,6,,0,0,0,,,,,,0,,,,66.25,8.5,mean(4),81.75,3.3,mean(4),76.75,5.68,mean(4),79,2.0,mean(4),79.75,3.5,mean(4),75.5,4.43,mean(4)
54,855,不动产被征收人参与权的价值定位与制度重构,渠滢,中国法学,2018,宪法学与行政法学,77.72,6.57,E1,False,,14.75,6.25,8.5,25.0,11.4,5,6,,0,0,0,,,,,,0,,,,68.5,11.39,mean(4),72.5,3.32,mean(4),81.75,6.5,mean(4),81,2.58,mean(4),82.5,6.4,mean(4),65,7.26,mean(4)
732,856,论人工智能生成内容的著作权法平等保护,"徐小奔[1,2]",中国法学,2024,知识产权法学,77.71,16.88,E1,False,,16.12,12.23,3.88,32.0,34.0,3,6,,0,0,0,,,,,,0,,,,69,33.96,mean(3),64,25.36,mean(3),77.33,8.33,mean(3),92,0.0,mean(3),87,1.73,mean(3),70.33,4.04,mean(3)
1189,857,人工智能时代著作权合理使用制度的重塑,"林秀芹[1,2]",法学研究,2021,知识产权法学,77.69,8.11,E1,False,,18.83,8.37,10.47,40.0,15.3,2,6,,0,0,0,,,,,,0,,,,69.25,9.6,mean(4),81.5,6.4,mean(4),64.75,15.33,mean(4),83.5,1.73,mean(4),76.75,8.88,mean(4),75.75,8.3,mean(4)
1334,858,受害人特殊体质与损害赔偿责任的减轻——最高人民法院第24号指导案例评析,程啸,法学研究,2018,刑法学,77.68,13.71,E1,False,,18.13,13.48,4.65,29.8,28.7,3,6,,0,0,0,,,,,,0,,,,68.5,18.52,mean(4),67.75,28.65,mean(4),84.5,1.73,mean(4),87.75,2.06,mean(4),82.75,5.19,mean(4),51.5,24.69,mean(4)
